user_id,age,gender,education_level,listening_hours,preferred_genres,favorite_artist,discovery_channel,country
1410,47,Female,High school,23.1,Electronic,Calvin Harris,Concert,France
1411,53,Other,PhD,39.1,Pop,Britney Spears,Concert,Japan
1412,51,Other,High school,33.3,Classical,Seattle Symphony Orchestra,Radio,Mexico
1413,67,Male,Some college,12.5,Pop,Billie Eilish,Concert,USA
1414,34,Other,High school,34.7,Pop,Selena Gomez,Playlist,Japan
1415,47,Female,Some college,18.8,Pop,Selena Gomez,Search,USA
1416,66,Female,High school,24.8,Electronic,Deadmau5,Friend,Brazil
1417,45,Other,Master's,30.6,Rock,Nirvana,Radio,France
1418,55,Female,Bachelor's,21.9,Hip-hop,Travis Scott,Search,Mexico
1419,57,Other,High school,35.4,Hip-hop,Post Malone,Search,Japan
1420,48,Female,High school,34.9,Jazz,John Coltrane,Search,Australia
1421,54,Female,Bachelor's,36.3,Pop,Lauv,Search,Mexico
1422,52,Male,Some college,15.8,Indie,Tame Impala,Search,India
1423,40,Male,Bachelor's,10.4,Indie,Foster The People,Radio,France
1424,61,Female,High school,36.0,Electronic,Avicii,Concert,Canada
1425,23,Male,High school,14.3,Rock,Imagine Dragons,Search,Australia
1426,17,Female,Master's,5.6,Classical,Hans Zimmer,Radio,Canada
1427,30,Female,Bachelor's,7.6,Hip-hop,Eminem,Search,Brazil
1428,16,Other,Some college,7.0,Jazz,Nina Simone,Radio,Canada
1429,50,Female,PhD,5.3,Indie,The Neighbourhood,Concert,Canada
1430,43,Male,Some college,36.8,Pop,Rita Ora,Search,Brazil
1431,36,Other,Master's,20.2,Rock,Green Day,Friend,India
1432,42,Female,Master's,16.2,Pop,Lauv,Search,France
1433,51,Other,Master's,17.4,Indie,The 1975,Friend,USA
1434,43,Other,Bachelor's,26.0,Rock,Imagine Dragons,Search,India
1435,24,Female,Some college,5.4,Electronic,Marshmello,Friend,Mexico
1436,15,Female,Bachelor's,23.0,Indie,Arctic Monkeys,Friend,India
1437,42,Female,PhD,7.3,Rock,Nirvana,Playlist,USA
1438,20,Other,Master's,26.7,Country,Luke Bryan,Search,UK
1439,64,Other,Some college,37.4,Jazz,Herbie Hancock,Social Media,Brazil
1440,65,Other,PhD,28.4,Hip-hop,Drake,Playlist,UK
1441,22,Male,PhD,24.4,Hip-hop,Eminem,Playlist,France
1442,36,Other,High school,39.1,Pop,Lauv,Social Media,Japan
1443,13,Other,PhD,20.4,Hip-hop,Drake,Radio,UK
1444,61,Male,PhD,23.1,Hip-hop,Kendrick Lamar,Concert,Mexico
1445,30,Male,High school,39.6,Jazz,Herbie Hancock,Search,France
1446,53,Female,Master's,39.2,Rock,AC/DC,Playlist,Canada
1447,64,Female,PhD,21.5,Indie,The Neighbourhood,Friend,India
1448,34,Female,Some college,22.5,Electronic,Marshmello,Playlist,Canada
1449,43,Other,High school,17.2,Jazz,Nina Simone,Radio,Australia
1450,39,Female,Bachelor's,15.2,Hip-hop,$uicideboy$,Social Media,Brazil
1451,28,Male,High school,8.6,Jazz,Nina Simone,Playlist,Japan
1452,61,Male,PhD,12.4,Classical,Richard Strauss,Concert,France
1453,30,Male,Bachelor's,27.9,Jazz,Louis Armstrong,Radio,Canada
1454,23,Other,PhD,37.1,Electronic,Zedd,Social Media,Brazil
1455,30,Female,Some college,31.0,Hip-hop,Drake,Social Media,UK
1456,16,Male,Master's,24.1,Rock,Imagine Dragons,Social Media,Canada
1457,52,Female,High school,27.4,Rock,Nirvana,Search,Japan
1458,22,Female,Master's,26.5,Country,Kacey Musgraves,Playlist,Brazil
1459,42,Female,High school,26.5,Pop,Dua Lipa,Search,Japan
1460,16,Male,Some college,24.1,Classical,Hans Zimmer,Friend,Brazil
1461,20,Other,Master's,38.1,Indie,Foster The People,Playlist,India
1462,29,Female,PhD,33.9,Electronic,Tiësto,Search,France
1463,47,Female,Some college,25.1,Indie,Arctic Monkeys,Radio,Canada
1464,17,Other,Master's,36.6,Country,Kacey Musgraves,Radio,India
1465,39,Other,Some college,14.7,Electronic,Martin Garrix,Radio,UK
1466,49,Other,Master's,16.0,Country,Carrie Underwood,Friend,USA
1467,19,Male,Bachelor's,32.1,Rock,Imagine Dragons,Search,Germany
1468,45,Female,Master's,29.7,Rock,Coldplay,Friend,UK
1469,30,Male,PhD,25.7,Rock,Foo Fighters,Radio,UK
1470,68,Female,Master's,37.3,Indie,Arctic Monkeys,Radio,Japan
1471,67,Male,Master's,28.1,Rock,Queen,Friend,Canada
1472,66,Female,PhD,6.2,Electronic,Kygo,Playlist,Australia
1473,50,Female,PhD,26.4,Indie,Arctic Monkeys,Radio,Germany
1474,68,Female,Some college,28.9,Jazz,Louis Armstrong,Search,Brazil
1475,40,Female,Master's,11.8,Country,Luke Bryan,Social Media,USA
1476,64,Male,Some college,9.8,Indie,Arctic Monkeys,Friend,India
1477,27,Female,Some college,16.7,Electronic,David Guetta,Concert,USA
1478,35,Other,Some college,23.2,Electronic,Marshmello,Friend,Japan
1479,44,Other,Some college,37.1,Jazz,Miles Davis,Concert,Canada
1480,21,Other,PhD,9.9,Rock,Foo Fighters,Concert,USA
1481,69,Female,PhD,17.2,Jazz,Louis Armstrong,Concert,Germany
1482,42,Other,Bachelor's,33.6,Classical,Hans Zimmer,Social Media,Mexico
1483,41,Male,PhD,31.4,Electronic,Tiësto,Search,Australia
1484,44,Male,Some college,30.4,Electronic,Marshmello,Social Media,Australia
1485,47,Male,Some college,31.8,Rock,Coldplay,Search,UK
1486,30,Female,Some college,10.1,Rock,AC/DC,Friend,Canada
1487,41,Female,Master's,30.4,Country,Dan + Shay,Friend,Brazil
1488,60,Other,Bachelor's,20.2,Rock,Foo Fighters,Friend,UK
1489,29,Male,Some college,36.3,Electronic,Tiësto,Search,Canada
1490,21,Female,Some college,7.1,Rock,Coldplay,Concert,Mexico
1491,68,Male,High school,7.6,Rock,AC/DC,Search,France
1492,57,Female,PhD,31.7,Hip-hop,Travis Scott,Concert,Mexico
1493,20,Other,Master's,17.8,Indie,The 1975,Playlist,Germany
1494,25,Female,Master's,8.0,Indie,Arctic Monkeys,Playlist,Brazil
1495,45,Other,PhD,21.2,Hip-hop,Drake,Friend,UK
1496,33,Male,Master's,12.4,Rock,Green Day,Playlist,Australia
1497,56,Female,PhD,6.9,Hip-hop,Post Malone,Social Media,India
1498,24,Male,Some college,23.9,Rock,Foo Fighters,Playlist,Brazil
1499,42,Other,Bachelor's,14.4,Rock,Queen,Playlist,India
1500,53,Male,PhD,22.4,Jazz,Louis Armstrong,Social Media,Germany
1501,13,Male,Some college,31.1,Rock,Nirvana,Radio,Germany
1502,33,Female,Master's,35.4,Rock,Green Day,Friend,Mexico
1503,58,Other,Some college,25.4,Jazz,Nina Simone,Search,Japan
1504,41,Other,High school,33.5,Indie,Arctic Monkeys,Radio,Germany
1505,26,Male,PhD,28.6,Rock,Queen,Search,India
1506,50,Female,PhD,31.5,Indie,Tame Impala,Concert,Canada
1507,60,Other,High school,39.5,Hip-hop,NF,Playlist,Germany
1508,52,Other,PhD,5.6,Indie,The 1975,Social Media,Germany
1509,63,Female,PhD,23.0,Rock,Queen,Friend,Japan
1510,17,Other,Some college,20.6,Rock,AC/DC,Playlist,France
1511,59,Female,Bachelor's,11.3,Classical,London Symphony Orchestra,Radio,Germany
1512,25,Male,High school,26.0,Indie,The Neighbourhood,Friend,France
1513,68,Male,High school,19.2,Electronic,Zedd,Friend,UK
1514,50,Male,Bachelor's,32.4,Electronic,Zedd,Playlist,UK
1515,61,Male,High school,20.1,Pop,Dua Lipa,Search,Mexico
1516,17,Other,Some college,28.9,Country,Carrie Underwood,Radio,UK
1517,54,Female,PhD,37.1,Classical,Seattle Symphony Orchestra,Search,France
1518,49,Female,Some college,36.0,Pop,Britney Spears,Social Media,Australia
1519,29,Female,High school,10.4,Pop,Ed Sheeran,Playlist,UK
1520,31,Female,PhD,23.9,Rock,Imagine Dragons,Playlist,Brazil
1521,50,Male,Bachelor's,5.2,Indie,The Neighbourhood,Radio,Brazil
1522,43,Male,PhD,29.8,Hip-hop,NF,Playlist,Japan
1523,66,Female,Some college,31.6,Classical,Hans Zimmer,Social Media,Brazil
1524,59,Male,High school,19.3,Rock,AC/DC,Concert,France
1525,48,Male,High school,36.5,Pop,Ariana Grande,Friend,Germany
1526,61,Female,Bachelor's,12.5,Jazz,Louis Armstrong,Search,USA
1527,13,Female,Some college,25.1,Indie,Foster The People,Playlist,UK
1528,62,Male,Bachelor's,32.9,Rock,Nirvana,Radio,Mexico
1529,22,Male,Bachelor's,28.5,Pop,Adele,Concert,Japan
1530,63,Female,Some college,14.9,Country,Zac Brown Band,Concert,UK
1531,46,Female,Some college,33.6,Pop,Ed Sheeran,Search,Mexico
1532,61,Female,PhD,6.2,Electronic,Calvin Harris,Concert,Mexico
1533,62,Female,High school,6.0,Rock,Foo Fighters,Concert,Mexico
1534,25,Male,Master's,6.6,Jazz,Louis Armstrong,Search,Canada
1535,19,Female,High school,38.7,Hip-hop,Post Malone,Radio,Brazil
1536,64,Other,High school,6.8,Jazz,Nina Simone,Radio,Germany
1537,49,Other,High school,25.1,Hip-hop,Lil Nas X,Radio,India
1538,48,Other,High school,15.3,Pop,Selena Gomez,Playlist,USA
1539,51,Other,High school,39.0,Jazz,Herbie Hancock,Social Media,France
1540,49,Male,Some college,5.7,Indie,The Neighbourhood,Friend,Germany
1541,43,Other,Master's,17.1,Electronic,Deadmau5,Social Media,UK
1542,63,Other,Master's,38.2,Rock,Queen,Concert,Australia
1543,32,Male,PhD,37.7,Jazz,Herbie Hancock,Social Media,UK
1544,51,Male,Master's,38.8,Indie,Florence + The Machine,Concert,UK
1545,57,Other,Bachelor's,37.7,Indie,Vampire Weekend,Concert,Canada
1546,48,Female,Some college,5.2,Hip-hop,Kendrick Lamar,Playlist,USA
1547,27,Male,Bachelor's,38.8,Pop,Justin Bieber,Concert,USA
1548,42,Other,Some college,37.7,Rock,Green Day,Friend,Australia
1549,64,Female,High school,11.9,Hip-hop,Drake,Friend,UK
1550,69,Male,Master's,12.9,Country,Carrie Underwood,Radio,Australia
1551,30,Other,Bachelor's,7.0,Rock,Imagine Dragons,Search,Mexico
1552,16,Female,High school,38.2,Classical,London Symphony Orchestra,Radio,Mexico
1553,42,Male,High school,25.6,Electronic,Deadmau5,Social Media,Canada
1554,40,Other,Master's,32.0,Country,Zac Brown Band,Radio,Brazil
1555,16,Female,PhD,16.9,Hip-hop,Lil Nas X,Playlist,Brazil
1556,46,Male,PhD,27.7,Indie,Florence + The Machine,Friend,UK
1557,66,Other,PhD,7.2,Indie,Vampire Weekend,Social Media,India
1558,64,Female,PhD,8.2,Electronic,Marshmello,Social Media,India
1559,67,Female,Master's,6.1,Rock,Imagine Dragons,Concert,Germany
1560,40,Male,Bachelor's,35.4,Classical,Seattle Symphony Orchestra,Search,UK
1561,49,Female,Bachelor's,13.7,Rock,AC/DC,Playlist,Japan
1562,69,Female,Bachelor's,28.5,Indie,Tame Impala,Concert,Australia
1563,34,Other,High school,38.7,Electronic,Calvin Harris,Social Media,Germany
1564,52,Female,High school,23.9,Classical,Ludwig van Beethoven,Friend,Brazil
1565,55,Male,Some college,37.5,Jazz,John Coltrane,Concert,USA
1566,23,Male,Some college,20.9,Jazz,Nina Simone,Friend,Canada
1567,42,Female,High school,13.7,Hip-hop,Lil Nas X,Radio,Germany
1568,62,Male,Some college,6.1,Jazz,Louis Armstrong,Concert,UK
1569,42,Other,Some college,13.9,Jazz,Herbie Hancock,Radio,USA
1570,37,Other,PhD,32.1,Pop,Adele,Search,USA
1571,63,Male,Master's,38.6,Indie,Foster The People,Friend,Australia
1572,29,Female,Bachelor's,13.4,Classical,London Symphony Orchestra,Concert,France
1573,13,Male,Bachelor's,35.0,Classical,Ludwig van Beethoven,Radio,India
1574,49,Female,Master's,6.1,Rock,Imagine Dragons,Social Media,Australia
1575,47,Male,Some college,34.6,Pop,Adele,Social Media,India
1576,26,Other,High school,5.8,Indie,Foster The People,Playlist,USA
1577,14,Male,Master's,31.8,Rock,AC/DC,Concert,Mexico
1578,15,Other,PhD,12.6,Jazz,Nina Simone,Playlist,Brazil
1579,15,Other,High school,38.8,Jazz,Miles Davis,Social Media,Japan
1580,32,Male,PhD,22.8,Electronic,Marshmello,Social Media,UK
1581,65,Other,PhD,13.7,Country,Carrie Underwood,Radio,Brazil
1582,25,Male,PhD,19.9,Jazz,Miles Davis,Playlist,Australia
1583,43,Female,High school,22.2,Hip-hop,Kendrick Lamar,Friend,Germany
1584,52,Male,Some college,9.1,Jazz,Louis Armstrong,Concert,Australia
1585,34,Male,PhD,38.9,Jazz,Louis Armstrong,Concert,UK
1586,26,Other,Some college,33.9,Jazz,Louis Armstrong,Radio,France
1587,62,Other,Some college,10.5,Rock,Nirvana,Concert,USA
1588,39,Female,High school,39.7,Rock,Queen,Friend,Brazil
1589,64,Male,Bachelor's,33.1,Electronic,Kygo,Radio,USA
1590,25,Male,Bachelor's,22.4,Indie,Florence + The Machine,Social Media,Germany
1591,62,Male,Master's,9.6,Classical,Wolfgang Amadeus Mozart,Radio,Australia
1592,13,Male,PhD,30.9,Classical,Seattle Symphony Orchestra,Friend,Canada
1593,14,Other,Bachelor's,22.9,Rock,Nirvana,Radio,Brazil
1594,49,Other,Master's,5.6,Electronic,Deadmau5,Radio,USA
1595,23,Female,PhD,10.0,Pop,Britney Spears,Social Media,France
1596,55,Other,Master's,34.3,Electronic,Calvin Harris,Friend,India
1597,45,Female,PhD,30.2,Hip-hop,Drake,Radio,Germany
1598,41,Female,Bachelor's,36.6,Electronic,Deadmau5,Social Media,Germany
1599,15,Female,Master's,36.4,Rock,Coldplay,Friend,Brazil
1600,41,Male,Master's,6.4,Hip-hop,NF,Concert,India
1601,14,Male,Some college,7.1,Indie,The 1975,Search,Mexico
1602,26,Other,High school,23.5,Indie,The 1975,Social Media,Australia
1603,32,Female,Master's,19.6,Rock,Foo Fighters,Search,France
1604,60,Other,Some college,31.0,Electronic,Tiësto,Concert,Mexico
1605,30,Female,Some college,39.4,Rock,AC/DC,Social Media,France
1606,49,Other,Master's,22.6,Classical,Wolfgang Amadeus Mozart,Radio,Australia
1607,20,Male,High school,9.9,Jazz,Louis Armstrong,Friend,France
1608,66,Female,High school,16.4,Indie,Arctic Monkeys,Concert,UK
1609,19,Female,PhD,23.7,Electronic,Martin Garrix,Radio,Germany
1610,22,Female,Master's,32.1,Pop,Ed Sheeran,Friend,Brazil
1611,28,Male,Bachelor's,18.7,Rock,Queen,Radio,Mexico
1612,31,Male,PhD,32.6,Electronic,Tiësto,Search,Germany
1613,42,Other,PhD,8.0,Pop,Adele,Search,Germany
1614,66,Female,Master's,8.9,Country,Dan + Shay,Playlist,Canada
1615,55,Male,High school,19.6,Electronic,Deadmau5,Radio,Brazil
1616,31,Female,Some college,23.2,Jazz,Miles Davis,Social Media,Japan
1617,15,Other,High school,17.6,Hip-hop,Eminem,Search,Canada
1618,42,Other,Some college,30.8,Rock,Linkin Park,Search,India
1619,30,Male,Master's,11.7,Indie,The Neighbourhood,Search,Germany
1620,48,Other,Master's,22.1,Rock,Foo Fighters,Friend,Japan
1621,69,Female,Bachelor's,30.0,Classical,Johannes Brahms,Radio,India
1622,32,Other,High school,23.8,Pop,Billie Eilish,Friend,UK
1623,29,Female,PhD,7.2,Hip-hop,Post Malone,Social Media,France
1624,36,Other,Master's,30.4,Hip-hop,Post Malone,Social Media,UK
1625,25,Male,PhD,37.6,Indie,Foster The People,Playlist,Japan
1626,48,Other,PhD,12.7,Rock,Imagine Dragons,Radio,India
1627,58,Female,Master's,22.8,Jazz,Nina Simone,Social Media,Mexico
1628,69,Female,Master's,11.4,Jazz,Herbie Hancock,Playlist,Mexico
1629,15,Female,Master's,30.7,Rock,Queen,Playlist,France
1630,33,Female,PhD,31.9,Pop,Ed Sheeran,Social Media,UK
1631,16,Female,Bachelor's,27.5,Jazz,Nina Simone,Concert,Brazil
1632,30,Male,Some college,22.9,Electronic,Deadmau5,Concert,Mexico
1633,57,Other,Master's,34.7,Rock,Foo Fighters,Radio,USA
1634,51,Other,Master's,7.4,Hip-hop,NF,Search,France
1635,55,Other,Master's,26.0,Rock,Linkin Park,Radio,France
1636,23,Female,Bachelor's,12.4,Hip-hop,Travis Scott,Concert,UK
1637,50,Other,Bachelor's,31.0,Classical,London Symphony Orchestra,Playlist,Japan
1638,55,Other,Bachelor's,20.5,Jazz,Nina Simone,Social Media,France
1639,53,Male,PhD,29.9,Jazz,Nina Simone,Playlist,India
1640,60,Female,Master's,12.1,Classical,Seattle Symphony Orchestra,Playlist,USA
1641,40,Male,PhD,5.4,Pop,Maroon 5,Radio,France
1642,17,Male,PhD,9.4,Indie,Vampire Weekend,Playlist,Canada
1643,64,Male,Some college,5.9,Country,Dan + Shay,Playlist,Japan
1644,35,Female,Bachelor's,24.0,Classical,Wolfgang Amadeus Mozart,Friend,Brazil
1645,50,Other,Master's,33.5,Electronic,Marshmello,Friend,Japan
1646,48,Other,High school,11.9,Pop,Dua Lipa,Radio,Mexico
1647,43,Other,Master's,19.2,Hip-hop,Drake,Search,France
1648,20,Other,Master's,20.4,Hip-hop,Lil Nas X,Radio,Canada
1649,37,Female,High school,32.2,Indie,Florence + The Machine,Radio,France
1650,37,Female,Master's,36.1,Hip-hop,Kendrick Lamar,Friend,India
1651,60,Female,High school,17.2,Classical,Johannes Brahms,Friend,Mexico
1652,28,Other,High school,35.9,Rock,Green Day,Friend,Australia
1653,23,Male,Master's,10.6,Pop,Olivia Rodrigo,Concert,UK
1654,32,Male,High school,30.0,Electronic,Kygo,Social Media,USA
1655,26,Male,PhD,20.6,Indie,The 1975,Playlist,Japan
1656,52,Other,PhD,27.3,Rock,AC/DC,Friend,Japan
1657,69,Female,PhD,39.0,Electronic,Martin Garrix,Radio,UK
1658,50,Male,Bachelor's,27.7,Rock,Green Day,Playlist,UK
1659,52,Female,Master's,9.8,Hip-hop,Eminem,Search,Japan
1660,31,Female,Some college,33.6,Rock,Coldplay,Playlist,Canada
1661,20,Male,PhD,30.4,Pop,Ed Sheeran,Radio,Brazil
1662,37,Other,Bachelor's,20.5,Rock,Queen,Social Media,Australia
1663,45,Other,High school,12.8,Hip-hop,$uicideboy$,Social Media,Mexico
1664,57,Male,PhD,8.8,Electronic,Zedd,Search,India
1665,52,Male,Bachelor's,29.2,Jazz,John Coltrane,Search,India
1666,65,Female,Master's,27.2,Indie,The 1975,Social Media,Germany
1667,53,Male,Bachelor's,28.0,Electronic,Marshmello,Search,France
1668,60,Male,Master's,29.4,Electronic,Calvin Harris,Friend,Brazil
1669,65,Male,Master's,36.6,Country,Kacey Musgraves,Search,France
1670,49,Female,Some college,15.3,Classical,Wolfgang Amadeus Mozart,Playlist,Australia
1671,55,Male,PhD,26.0,Jazz,John Coltrane,Radio,UK
1672,29,Other,Some college,13.3,Rock,Linkin Park,Playlist,Japan
1673,65,Other,High school,12.2,Indie,Tame Impala,Search,India
1674,39,Female,Some college,17.0,Rock,Foo Fighters,Social Media,Australia
1675,53,Male,High school,22.6,Electronic,Martin Garrix,Search,Mexico
1676,29,Other,Master's,24.9,Rock,Green Day,Radio,Japan
1677,59,Male,PhD,39.2,Indie,The Neighbourhood,Playlist,Mexico
1678,45,Female,PhD,30.6,Hip-hop,NF,Search,Australia
1679,43,Male,Master's,10.1,Classical,London Symphony Orchestra,Search,Germany
1680,33,Other,Bachelor's,12.3,Rock,AC/DC,Search,France
1681,36,Female,PhD,15.3,Jazz,Louis Armstrong,Friend,Australia
1682,28,Other,High school,32.7,Classical,Wolfgang Amadeus Mozart,Friend,UK
1683,57,Other,Bachelor's,33.8,Pop,Billie Eilish,Radio,Brazil
1684,32,Other,Bachelor's,9.0,Hip-hop,Travis Scott,Search,Japan
1685,68,Other,Bachelor's,18.3,Electronic,Marshmello,Playlist,UK
1686,68,Other,PhD,9.1,Hip-hop,Drake,Search,Mexico
1687,47,Other,High school,14.5,Classical,Seattle Symphony Orchestra,Search,Germany
1688,40,Male,Some college,12.3,Hip-hop,$uicideboy$,Concert,India
1689,58,Male,Bachelor's,36.9,Rock,AC/DC,Social Media,India
1690,47,Female,Some college,38.0,Electronic,Marshmello,Search,Germany
1691,30,Other,Bachelor's,14.6,Indie,Arctic Monkeys,Playlist,USA
1692,36,Female,PhD,11.8,Rock,Coldplay,Friend,India
1693,40,Other,PhD,22.5,Jazz,Nina Simone,Radio,Mexico
1694,26,Other,Some college,12.0,Classical,Seattle Symphony Orchestra,Search,Japan
1695,61,Other,Some college,32.3,Hip-hop,Post Malone,Search,Brazil
1696,36,Other,Master's,32.5,Country,Luke Bryan,Radio,France
1697,43,Female,High school,33.4,Pop,Ed Sheeran,Search,USA
1698,18,Other,Master's,19.1,Electronic,Calvin Harris,Social Media,Canada
1699,52,Female,High school,27.8,Pop,Maroon 5,Concert,Japan
1700,46,Other,PhD,38.1,Electronic,Calvin Harris,Radio,UK
1701,62,Male,Master's,9.3,Country,Kacey Musgraves,Radio,France
1702,47,Other,Bachelor's,24.4,Indie,The 1975,Playlist,Mexico
1703,41,Male,PhD,31.7,Electronic,Avicii,Radio,France
1704,65,Other,PhD,12.9,Classical,Richard Strauss,Social Media,USA
1705,14,Male,Some college,13.3,Hip-hop,Travis Scott,Search,UK
1706,17,Female,Bachelor's,18.5,Indie,The Neighbourhood,Radio,USA
1707,34,Other,PhD,38.0,Electronic,Tiësto,Search,Mexico
1708,21,Male,High school,6.9,Indie,Arctic Monkeys,Radio,Germany
1709,63,Female,High school,18.6,Electronic,Kygo,Radio,Australia
1710,46,Female,Master's,5.6,Pop,Selena Gomez,Social Media,Japan
1711,67,Female,Master's,17.8,Electronic,David Guetta,Search,France
1712,48,Male,Bachelor's,31.9,Rock,Linkin Park,Concert,Brazil
1713,61,Male,Bachelor's,37.1,Electronic,Kygo,Radio,Mexico
1714,48,Other,Some college,8.5,Rock,Green Day,Radio,Mexico
1715,38,Other,Bachelor's,16.1,Rock,Imagine Dragons,Search,Australia
1716,18,Male,Some college,20.6,Jazz,John Coltrane,Radio,Japan
1717,14,Female,Bachelor's,35.6,Rock,Foo Fighters,Radio,Brazil
1718,48,Other,Master's,15.1,Electronic,Deadmau5,Playlist,Brazil
1719,20,Male,Master's,12.7,Rock,Queen,Search,France
1720,14,Female,Some college,11.3,Jazz,John Coltrane,Friend,USA
1721,14,Female,PhD,37.9,Electronic,Martin Garrix,Concert,France
1722,20,Female,Bachelor's,14.9,Hip-hop,Eminem,Radio,Brazil
1723,38,Female,Master's,37.2,Indie,The 1975,Search,Mexico
1724,49,Male,Bachelor's,26.5,Electronic,Marshmello,Concert,Japan
1725,26,Male,Master's,37.0,Rock,AC/DC,Friend,Germany
1726,57,Female,High school,33.0,Electronic,Avicii,Friend,Brazil
1727,63,Female,Master's,11.2,Indie,Foster The People,Playlist,Germany
1728,40,Male,PhD,15.9,Hip-hop,Drake,Search,India
1729,45,Male,High school,39.0,Electronic,David Guetta,Concert,Germany
1730,56,Male,Master's,11.8,Hip-hop,NF,Social Media,Mexico
1731,32,Male,Some college,28.4,Electronic,Martin Garrix,Playlist,France
1732,47,Male,Bachelor's,6.5,Hip-hop,NF,Search,Mexico
1733,58,Female,Bachelor's,20.3,Jazz,Nina Simone,Radio,India
1734,49,Female,Master's,24.9,Country,Luke Bryan,Social Media,India
1735,29,Male,Master's,7.9,Rock,Nirvana,Radio,Canada
1736,61,Male,Some college,22.6,Hip-hop,Travis Scott,Search,UK
1737,55,Other,PhD,10.3,Classical,London Symphony Orchestra,Friend,Australia
1738,56,Female,PhD,22.3,Indie,The 1975,Playlist,Australia
1739,16,Female,PhD,13.7,Hip-hop,Kendrick Lamar,Playlist,India
1740,21,Male,PhD,6.2,Electronic,Tiësto,Friend,Brazil
1741,32,Female,Bachelor's,28.2,Hip-hop,$uicideboy$,Concert,Australia
1742,59,Female,High school,26.5,Electronic,Martin Garrix,Concert,Australia
1743,13,Other,Master's,11.0,Electronic,Zedd,Friend,Japan
1744,65,Other,PhD,19.9,Pop,Adele,Playlist,Japan
1745,33,Male,Master's,7.8,Classical,Hans Zimmer,Social Media,Canada
1746,45,Other,Master's,33.1,Electronic,David Guetta,Concert,India
1747,47,Male,Some college,21.8,Classical,Tchaikovsky,Social Media,Brazil
1748,56,Male,Bachelor's,16.2,Indie,Foster The People,Social Media,Australia
1749,18,Other,PhD,13.6,Pop,Maroon 5,Playlist,Australia
1750,34,Female,PhD,17.7,Jazz,Louis Armstrong,Playlist,Mexico
1751,37,Female,Master's,5.0,Rock,Imagine Dragons,Concert,Australia
1752,15,Male,Some college,26.4,Classical,Seattle Symphony Orchestra,Friend,Canada
1753,20,Female,PhD,8.3,Rock,Green Day,Playlist,Mexico
1754,57,Male,Master's,22.7,Pop,Justin Bieber,Concert,UK
1755,24,Other,High school,24.7,Hip-hop,Drake,Radio,UK
1756,64,Female,Some college,22.7,Rock,Green Day,Search,India
1757,41,Other,PhD,28.3,Pop,Rita Ora,Playlist,USA
1758,67,Other,Bachelor's,23.2,Rock,Coldplay,Playlist,Canada
1759,44,Female,Bachelor's,38.1,Electronic,David Guetta,Concert,UK
1760,14,Female,High school,33.1,Rock,Imagine Dragons,Radio,Canada
1761,29,Male,Bachelor's,23.4,Rock,Nirvana,Radio,Australia
1762,63,Other,Bachelor's,34.9,Indie,The 1975,Search,Brazil
1763,31,Other,PhD,31.2,Pop,Rita Ora,Search,Canada
1764,27,Other,Some college,9.1,Rock,Coldplay,Concert,Australia
1765,34,Male,Some college,11.3,Rock,AC/DC,Social Media,UK
1766,60,Other,High school,34.7,Hip-hop,Drake,Friend,Mexico
1767,60,Other,PhD,13.8,Rock,Imagine Dragons,Social Media,India
1768,18,Other,Master's,25.1,Jazz,Nina Simone,Friend,Mexico
1769,46,Male,PhD,24.4,Rock,AC/DC,Search,Brazil
1770,55,Female,PhD,11.2,Rock,Imagine Dragons,Playlist,Mexico
1771,15,Other,PhD,31.3,Pop,Ariana Grande,Concert,Japan
1772,40,Female,Master's,30.6,Rock,Queen,Radio,France
1773,53,Other,High school,39.2,Classical,Pyotr Ilyich Tchaikovsky,Search,USA
1774,68,Other,Master's,15.2,Hip-hop,$uicideboy$,Social Media,Mexico
1775,32,Male,Some college,28.9,Jazz,Herbie Hancock,Search,Japan
1776,28,Other,PhD,19.8,Electronic,Martin Garrix,Concert,Canada
1777,20,Male,Master's,19.7,Classical,Richard Strauss,Search,Australia
1778,57,Other,Master's,25.6,Rock,Coldplay,Friend,Germany
1779,42,Female,Some college,18.6,Country,Thomas Rhett,Radio,Germany
1780,48,Male,Master's,15.5,Electronic,Kygo,Friend,Mexico
1781,46,Other,Some college,6.1,Electronic,Avicii,Radio,Canada
1782,61,Male,Some college,27.5,Hip-hop,Travis Scott,Concert,France
1783,62,Female,Bachelor's,37.7,Rock,Imagine Dragons,Search,UK
1784,29,Other,Some college,39.7,Pop,Selena Gomez,Friend,Japan
1785,69,Male,PhD,33.5,Rock,Queen,Friend,Australia
1786,37,Female,PhD,25.2,Rock,Foo Fighters,Concert,Australia
1787,18,Female,Master's,37.0,Pop,Ariana Grande,Radio,UK
1788,64,Male,Bachelor's,10.1,Rock,AC/DC,Concert,USA
1789,55,Female,Master's,20.8,Hip-hop,$uicideboy$,Friend,Japan
1790,32,Male,Some college,39.7,Rock,Linkin Park,Playlist,Japan
1791,30,Female,Bachelor's,35.8,Electronic,Avicii,Social Media,Mexico
1792,58,Other,Master's,22.5,Pop,Ariana Grande,Search,Mexico
1793,45,Male,Some college,9.8,Classical,Ludwig van Beethoven,Radio,France
1794,35,Other,Some college,11.7,Hip-hop,Eminem,Concert,Canada
1795,46,Other,High school,29.3,Rock,Green Day,Search,USA
1796,51,Female,Bachelor's,30.9,Rock,Coldplay,Radio,Australia
